,Age,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,attrition__No,attrition__Yes,overtime__No,overtime__Yes,business_travel_freq__Non-Travel,business_travel_freq__Travel_Frequently,business_travel_freq__Travel_Rarely,empjobrole__Business Analyst,empjobrole__Data Scientist,empjobrole__Delivery Manager,empjobrole__Developer,empjobrole__Finance Manager,empjobrole__Healthcare Representative,empjobrole__Human Resources,empjobrole__Laboratory Technician,empjobrole__Manager,empjobrole__Manager R&D,empjobrole__Manufacturing Director,empjobrole__Research Director,empjobrole__Research Scientist,empjobrole__Sales Executive,empjobrole__Sales Representative,empjobrole__Senior Developer,empjobrole__Senior Manager R&D,empjobrole__Technical Architect,empjobrole__Technical Lead,empdep_Data Science,empdep_Development,empdep_Finance,empdep_Human Resources,empdep_Research & Development,empdep_Sales,maritalstatus__Divorced,maritalstatus__Married,maritalstatus__Single,edubackground__Human Resources,edubackground__Life Sciences,edubackground__Marketing,edubackground__Medical,edubackground__Other,edubackground__Technical Degree,gender__Female,gender__Male,emp_number
402,34,1,3,4,86,2,1,2,5,17,1,7,2,2,5,4,0,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1001725
403,41,5,5,2,90,4,1,3,2,12,1,7,5,2,4,2,0,3,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001726
404,40,9,4,3,81,3,2,3,3,11,3,11,2,4,8,7,0,7,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1001727
405,31,8,2,1,31,3,3,4,1,18,1,13,5,3,13,7,9,9,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1001731
406,39,2,3,1,54,2,1,1,2,23,2,11,2,4,1,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1001736
407,31,1,5,3,100,4,3,2,1,11,1,10,2,3,10,8,4,7,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1001737
408,45,20,3,2,95,1,3,1,2,18,2,24,2,3,7,7,0,7,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1001738
409,31,8,2,4,96,4,1,2,9,18,4,8,3,3,3,2,0,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1001739
410,45,29,3,2,55,3,3,4,4,18,4,10,4,4,3,1,1,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1001743
411,34,9,4,1,52,3,1,3,1,15,4,2,0,3,2,2,2,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1001745
412,40,8,1,4,55,2,3,2,2,11,3,16,5,3,9,8,4,8,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1001746
413,44,5,3,3,90,2,1,3,3,14,4,7,5,3,5,2,0,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001749
414,49,5,4,1,96,3,2,3,2,14,2,20,0,2,3,2,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1001751
415,40,2,3,3,68,3,1,3,2,14,3,8,3,4,3,1,1,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1001752
416,44,20,3,4,49,3,1,2,1,13,3,6,3,2,5,2,1,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001753
417,33,7,3,4,54,3,2,1,0,14,1,5,2,3,4,3,0,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1001755
418,34,3,3,4,81,1,2,1,3,18,4,15,2,3,13,9,3,12,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1001756
419,30,16,1,4,96,3,2,3,8,15,3,4,2,2,2,1,2,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1001757
420,42,9,2,1,74,3,1,4,1,13,3,12,3,3,12,9,5,8,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1001758
421,44,1,5,1,79,3,2,3,7,12,3,11,4,2,1,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1001759
422,30,7,3,3,64,3,1,3,1,13,2,1,2,2,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1001760
423,57,1,2,2,93,4,2,3,0,24,1,13,2,2,12,9,2,8,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001761
424,49,7,4,3,35,3,3,2,3,14,2,29,3,3,8,7,0,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1001762
425,34,15,3,2,71,3,4,1,7,14,4,16,3,2,14,8,6,9,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1001763
426,28,1,3,1,92,3,1,3,3,15,4,5,3,4,3,2,1,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1001764
427,34,24,4,1,40,2,2,2,0,23,3,16,2,4,15,9,10,10,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1001767
428,35,7,1,4,76,3,1,3,1,13,1,1,3,3,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1001770
429,24,13,2,4,78,3,1,2,1,13,3,1,2,3,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1001773
430,44,2,1,2,86,3,3,3,5,18,2,16,2,2,2,2,2,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1001774
431,29,19,3,3,77,2,2,3,1,14,3,10,3,3,10,7,0,4,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1001775
432,55,4,4,4,30,3,2,3,0,16,2,4,2,3,3,2,1,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001779
433,33,4,4,1,82,2,1,2,8,11,4,8,5,3,5,4,0,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1001780
434,47,14,3,3,78,3,2,3,3,17,3,11,4,2,5,4,1,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1001781
435,28,2,2,3,38,2,1,1,7,11,3,8,2,2,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1001782
436,28,1,3,1,72,2,1,3,1,14,4,1,2,1,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1001784
437,28,7,3,3,55,3,2,1,0,14,4,5,5,3,4,2,1,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1001785
438,49,3,2,3,43,2,2,1,4,25,1,10,3,3,3,2,1,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1001787
439,29,2,1,4,97,3,1,2,0,13,3,4,3,3,3,2,0,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1001791
440,28,29,1,3,96,1,2,2,1,14,2,8,2,2,8,6,1,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001792
441,33,8,5,4,69,3,2,3,2,17,1,14,6,3,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001793
442,32,10,3,3,64,3,3,4,2,25,2,10,5,4,5,2,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1001794
443,54,11,4,2,87,3,4,4,3,20,1,26,2,3,14,9,1,12,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1001798
444,29,1,4,1,100,2,1,1,6,13,3,11,2,1,9,7,0,7,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1001800
445,46,3,3,3,51,3,4,2,8,12,4,23,2,4,13,12,5,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1001805
446,35,16,3,4,91,2,3,2,1,19,4,11,3,1,11,8,3,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1001807
447,23,20,1,1,97,3,2,3,0,14,2,5,2,3,4,3,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001811
448,40,9,4,4,86,3,1,1,3,14,2,15,3,1,5,4,1,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001812
449,34,1,3,4,64,2,3,3,1,14,4,10,3,3,10,9,8,6,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1001813
450,50,22,5,3,88,1,4,4,1,13,4,32,2,3,32,6,13,9,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1001817
451,42,2,3,3,68,2,1,2,4,14,2,4,3,3,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001820
452,37,13,3,1,47,3,2,4,1,17,1,10,2,3,10,8,3,7,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001821
453,29,8,1,3,39,1,2,1,3,13,3,9,3,3,7,7,0,7,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1001822
454,33,25,3,4,44,2,2,2,1,13,4,5,2,3,5,3,0,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1001823
455,45,28,3,4,97,3,1,4,4,20,4,8,3,3,5,4,0,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1001824
456,42,2,3,4,40,3,3,4,2,14,3,24,3,1,20,8,13,9,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001825
457,40,9,2,1,47,3,2,1,0,12,4,9,5,4,8,4,7,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1001826
458,33,28,4,2,79,3,2,3,1,12,2,15,3,3,15,14,5,7,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001827
459,40,6,2,3,38,3,4,4,1,21,4,21,2,3,21,7,7,7,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1001828
460,24,21,2,3,57,2,1,1,0,14,2,2,3,3,1,1,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1001829
461,40,8,2,4,72,3,2,4,3,18,3,8,2,3,2,2,2,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1001830
462,45,1,4,1,66,3,3,2,1,12,1,10,4,3,10,8,7,7,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1001831
463,35,28,4,2,98,2,1,3,0,23,1,6,5,3,5,3,4,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1001832
464,36,2,4,3,70,3,1,4,3,21,4,7,3,2,3,2,1,2,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1001834
465,48,16,4,3,96,3,2,3,8,14,3,18,2,3,8,7,7,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1001835
466,33,8,4,1,46,3,2,1,2,13,4,8,6,1,2,2,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1001838
467,30,1,3,2,64,2,2,1,1,11,4,10,4,3,10,8,6,7,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1001840
468,38,10,4,3,71,3,2,3,3,11,3,10,2,3,6,3,1,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1001841
469,30,29,4,3,33,3,3,2,3,12,2,9,3,3,4,2,1,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1001846
470,35,2,3,1,69,3,1,1,1,12,4,1,2,3,1,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1001847
471,53,2,5,3,78,2,3,4,0,16,2,34,4,3,33,7,1,9,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1001850
472,38,2,3,3,81,3,2,2,4,11,1,7,2,3,5,2,1,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1001851
473,48,15,4,3,65,3,1,1,8,12,4,10,3,2,8,2,7,6,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1001854
474,34,7,4,1,35,3,1,4,1,13,3,1,4,1,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1001855
475,55,26,5,3,60,2,5,4,1,21,3,36,3,3,36,6,2,13,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1001856
476,34,1,4,2,45,3,2,4,9,17,2,9,3,2,2,2,2,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1001858
477,38,14,3,3,80,3,2,2,0,11,4,10,3,3,9,8,7,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1001860
478,36,1,4,2,73,3,2,3,6,13,1,15,5,3,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1001863
479,29,3,1,2,87,3,1,1,1,18,4,10,3,3,10,9,1,5,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1001864
480,35,10,4,1,51,3,2,3,3,16,3,10,4,3,5,2,0,4,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1001865
481,39,6,3,4,38,4,3,3,2,11,1,11,3,3,7,6,7,6,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1001866
482,29,2,1,1,87,3,2,4,1,19,4,6,0,4,6,4,1,3,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1001868
483,50,9,3,3,59,3,5,3,4,16,3,27,2,3,1,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1001869
484,23,10,3,4,45,4,1,3,2,16,4,4,2,3,2,2,2,2,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1001870
485,35,28,3,2,46,4,2,3,1,17,4,10,3,2,10,9,6,8,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1001874
486,34,10,4,4,92,2,2,3,1,14,2,8,3,2,8,2,7,7,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1001875
487,43,27,3,4,87,4,1,2,5,12,3,8,0,3,6,4,0,2,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1001877
488,28,24,3,3,51,3,1,2,1,17,3,1,3,3,1,1,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1001882
489,22,26,2,2,85,2,1,3,1,14,2,4,2,2,4,2,1,3,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1001883
490,50,20,5,2,41,3,4,3,2,15,3,32,3,3,30,8,12,13,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1001884
491,32,5,4,2,35,4,1,4,3,17,4,6,3,3,3,2,0,2,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1001885
492,44,7,3,2,31,3,5,4,0,14,4,23,4,2,22,7,1,10,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1001886
493,30,7,3,2,48,2,1,2,1,12,2,6,3,2,6,4,1,1,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1001887
494,45,5,5,3,50,1,2,1,1,14,1,10,3,3,10,7,1,4,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1001889
495,45,26,3,1,52,2,2,1,1,15,1,10,2,3,10,7,4,5,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1001890
496,31,2,4,4,54,3,2,1,7,13,4,10,3,3,5,2,0,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1001891
497,36,12,4,3,76,3,2,3,9,12,2,7,2,3,3,2,1,1,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1001892
498,34,10,4,3,42,4,2,4,1,13,1,9,3,3,9,7,7,2,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1001893
499,49,25,4,3,84,3,1,1,1,14,4,10,3,2,9,6,1,4,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1001895
500,27,19,3,4,67,2,1,1,1,11,1,7,3,3,7,7,0,7,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1001897
501,35,18,5,2,48,4,2,1,1,11,4,16,2,3,16,15,1,10,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1001899
502,28,27,3,2,39,1,2,1,0,21,2,6,5,2,5,3,0,0,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1001900
503,21,5,1,3,97,3,1,4,1,18,3,3,2,3,2,2,2,2,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1001901
